name,latitude,longitude,city,us_state,rating,rating_category,rating_scaled,Monday_00,Monday_01,Monday_02,Monday_03,Monday_04,Monday_05,Monday_06,Monday_07,Monday_08,Monday_09,Monday_10,Monday_11,Monday_12,Monday_13,Monday_14,Monday_15,Monday_16,Monday_17,Monday_18,Monday_19,Monday_20,Monday_21,Monday_22,Monday_23,Tuesday_00,Tuesday_01,Tuesday_02,Tuesday_03,Tuesday_04,Tuesday_05,Tuesday_06,Tuesday_07,Tuesday_08,Tuesday_09,Tuesday_10,Tuesday_11,Tuesday_12,Tuesday_13,Tuesday_14,Tuesday_15,Tuesday_16,Tuesday_17,Tuesday_18,Tuesday_19,Tuesday_20,Tuesday_21,Tuesday_22,Tuesday_23,Wednesday_00,Wednesday_01,Wednesday_02,Wednesday_03,Wednesday_04,Wednesday_05,Wednesday_06,Wednesday_07,Wednesday_08,Wednesday_09,Wednesday_10,Wednesday_11,Wednesday_12,Wednesday_13,Wednesday_14,Wednesday_15,Wednesday_16,Wednesday_17,Wednesday_18,Wednesday_19,Wednesday_20,Wednesday_21,Wednesday_22,Wednesday_23,Thursday_00,Thursday_01,Thursday_02,Thursday_03,Thursday_04,Thursday_05,Thursday_06,Thursday_07,Thursday_08,Thursday_09,Thursday_10,Thursday_11,Thursday_12,Thursday_13,Thursday_14,Thursday_15,Thursday_16,Thursday_17,Thursday_18,Thursday_19,Thursday_20,Thursday_21,Thursday_22,Thursday_23,Friday_00,Friday_01,Friday_02,Friday_03,Friday_04,Friday_05,Friday_06,Friday_07,Friday_08,Friday_09,Friday_10,Friday_11,Friday_12,Friday_13,Friday_14,Friday_15,Friday_16,Friday_17,Friday_18,Friday_19,Friday_20,Friday_21,Friday_22,Friday_23,Saturday_00,Saturday_01,Saturday_02,Saturday_03,Saturday_04,Saturday_05,Saturday_06,Saturday_07,Saturday_08,Saturday_09,Saturday_10,Saturday_11,Saturday_12,Saturday_13,Saturday_14,Saturday_15,Saturday_16,Saturday_17,Saturday_18,Saturday_19,Saturday_20,Saturday_21,Saturday_22,Saturday_23,Sunday_00,Sunday_01,Sunday_02,Sunday_03,Sunday_04,Sunday_05,Sunday_06,Sunday_07,Sunday_08,Sunday_09,Sunday_10,Sunday_11,Sunday_12,Sunday_13,Sunday_14,Sunday_15,Sunday_16,Sunday_17,Sunday_18,Sunday_19,Sunday_20,Sunday_21,Sunday_22,Sunday_23,parsed_hours,popular_hours,parsed_features,popular_features,calculated_working_hours,weekday_hours,weekend_hours,is_weekend_open,Monday_00_category,Monday_01_category,Monday_02_category,Monday_03_category,Monday_04_category,Monday_05_category,Monday_06_category,Monday_07_category,Monday_08_category,Monday_09_category,Monday_10_category,Monday_11_category,Monday_12_category,Monday_13_category,Monday_14_category,Monday_15_category,Monday_16_category,Monday_17_category,Monday_18_category,Monday_19_category,Monday_20_category,Monday_21_category,Monday_22_category,Monday_23_category,Tuesday_00_category,Tuesday_01_category,Tuesday_02_category,Tuesday_03_category,Tuesday_04_category,Tuesday_05_category,Tuesday_06_category,Tuesday_07_category,Tuesday_08_category,Tuesday_09_category,Tuesday_10_category,Tuesday_11_category,Tuesday_12_category,Tuesday_13_category,Tuesday_14_category,Tuesday_15_category,Tuesday_16_category,Tuesday_17_category,Tuesday_18_category,Tuesday_19_category,Tuesday_20_category,Tuesday_21_category,Tuesday_22_category,Tuesday_23_category,Wednesday_00_category,Wednesday_01_category,Wednesday_02_category,Wednesday_03_category,Wednesday_04_category,Wednesday_05_category,Wednesday_06_category,Wednesday_07_category,Wednesday_08_category,Wednesday_09_category,Wednesday_10_category,Wednesday_11_category,Wednesday_12_category,Wednesday_13_category,Wednesday_14_category,Wednesday_15_category,Wednesday_16_category,Wednesday_17_category,Wednesday_18_category,Wednesday_19_category,Wednesday_20_category,Wednesday_21_category,Wednesday_22_category,Wednesday_23_category,Thursday_00_category,Thursday_01_category,Thursday_02_category,Thursday_03_category,Thursday_04_category,Thursday_05_category,Thursday_06_category,Thursday_07_category,Thursday_08_category,Thursday_09_category,Thursday_10_category,Thursday_11_category,Thursday_12_category,Thursday_13_category,Thursday_14_category,Thursday_15_category,Thursday_16_category,Thursday_17_category,Thursday_18_category,Thursday_19_category,Thursday_20_category,Thursday_21_category,Thursday_22_category,Thursday_23_category,Friday_00_category,Friday_01_category,Friday_02_category,Friday_03_category,Friday_04_category,Friday_05_category,Friday_06_category,Friday_07_category,Friday_08_category,Friday_09_category,Friday_10_category,Friday_11_category,Friday_12_category,Friday_13_category,Friday_14_category,Friday_15_category,Friday_16_category,Friday_17_category,Friday_18_category,Friday_19_category,Friday_20_category,Friday_21_category,Friday_22_category,Friday_23_category,Saturday_00_category,Saturday_01_category,Saturday_02_category,Saturday_03_category,Saturday_04_category,Saturday_05_category,Saturday_06_category,Saturday_07_category,Saturday_08_category,Saturday_09_category,Saturday_10_category,Saturday_11_category,Saturday_12_category,Saturday_13_category,Saturday_14_category,Saturday_15_category,Saturday_16_category,Saturday_17_category,Saturday_18_category,Saturday_19_category,Saturday_20_category,Saturday_21_category,Saturday_22_category,Saturday_23_category,Sunday_00_category,Sunday_01_category,Sunday_02_category,Sunday_03_category,Sunday_04_category,Sunday_05_category,Sunday_06_category,Sunday_07_category,Sunday_08_category,Sunday_09_category,Sunday_10_category,Sunday_11_category,Sunday_12_category,Sunday_13_category,Sunday_14_category,Sunday_15_category,Sunday_16_category,Sunday_17_category,Sunday_18_category,Sunday_19_category,Sunday_20_category,Sunday_21_category,Sunday_22_category,Sunday_23_category,predicted_popularity,nearest_neighbors,predicted_rating_category
Pear Street Pavilion,42.234845,-90.78127,Bernard,Iowa,4.8,High,4.8,0,0,0,0,0,0,0,0,0,4,4,4,2,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,25,31,38,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,40,50,56,59,59,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,18,11,9,13,29,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,100,100,93,81,63,47,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,43,56,68,79,88,93,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,36,38,38,36,31,27,0,0,0,0,0,0,0,[],"[(9, 17), (9, 17), (9, 17), (9, 17), (9, 17), (9, 17), (9, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 17, 9, 17, 9, 17, 9, 17, 9, 17, 9, 17, 9, 17]",:9-17:9-17:9-17:9-17:9-17:9-17:9-17,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,high,high,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Lytle Unit National Wildlife Refuge:322.30km, Bowstring Wildlife Area:453.81km, Coes:553.48km, Whitewater Canyon:634.96km, Whitewater Canyon Wildlife Management Area:692.86km",High
Dubuque Shot Tower,42.500074,-90.653986,Dubuque,Iowa,4.3,Medium,4.3,0,0,0,0,0,0,0,0,0,38,22,38,66,94,72,61,44,27,27,44,0,0,0,0,0,0,0,0,0,0,0,0,0,66,50,44,33,44,38,72,66,50,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,38,61,88,66,27,38,61,100,66,0,0,0,0,0,0,0,0,0,0,0,0,0,50,38,61,72,61,50,44,50,38,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,44,88,88,83,44,44,61,66,77,66,38,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,72,100,66,55,77,77,72,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,16,11,16,27,44,61,50,50,38,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(9, 20), (9, 20), (9, 20), (9, 20), (9, 20), (9, 20), (9, 20)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 20, 9, 20, 9, 20, 9, 20, 9, 20, 9, 20, 9, 20]",:9-20:9-20:9-20:9-20:9-20:9-20:9-20,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,medium,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,medium,low,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,low,low,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,medium,high,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,medium,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,medium,medium,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,,"William M. Black:50.25km, Eb Lyons Cardinal Terminus:239.58km, Horseshoe Bluff Lookout:243.37km, Eb Lyons Interpretive Center:260.99km, Americas State Tree Woodland Walk, Mines Of Spain Recreation Area:262.15km",Medium
Horseshoe Bluff Lookout,42.463741,-90.637993,Dubuque,Iowa,4.9,High,4.9,0,0,0,0,0,0,0,0,0,42,39,24,18,21,24,45,51,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,33,24,18,21,18,9,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,18,15,18,27,36,42,60,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,27,36,27,39,51,60,48,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,21,57,57,100,81,100,66,57,33,0,0,0,0,0,0,0,0,0,0,0,0,24,21,33,30,42,57,48,21,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,24,30,54,72,78,87,45,21,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(9, 19), (9, 19), (9, 19), (9, 19), (9, 21), (9, 19), (9, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 19, 9, 19, 9, 19, 9, 19, 9, 21, 9, 19, 9, 19]",:9-19:9-19:9-19:9-19:9-21:9-19:9-19,5,1,TRUE,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,low,low,low,low,low,low,,"Horseshoe Bluff Wetlands Pond:36.22km, Eb Lyons Cardinal Terminus:124.23km, Eb Lyons Interpretive Center:124.99km, Americas State Tree Woodland Walk, Mines Of Spain Recreation Area:134.10km, Crystal Lake Cave:206.30km",High
Eb Lyons Interpretive Center,42.459785,-90.664041,Dubuque,Iowa,4.7,High,4.7,0,0,0,0,0,0,0,0,0,18,10,16,34,63,65,60,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,47,58,47,38,27,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,38,21,25,41,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,34,47,45,30,21,18,40,43,69,54,0,0,0,0,0,0,0,0,0,0,0,0,32,43,29,29,32,36,47,32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,54,60,67,89,87,100,74,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,49,52,56,69,56,60,0,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(9, 18), (9, 18), (9, 18), (9, 21), (9, 18), (9, 18), (9, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 18, 9, 18, 9, 18, 9, 21, 9, 18, 9, 18, 9, 17]",:9-18:9-18:9-18:9-21:9-18:9-18:9-17,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,,"Americas State Tree Woodland Walk, Mines Of Spain Recreation Area:9.45km, Eb Lyons Cardinal Terminus:22.24km, Horseshoe Bluff Lookout:124.99km, Horseshoe Bluff Wetlands Pond:149.88km, William M. Black:226.15km",High
Bowstring Wildlife Area,42.306072,-90.780356,Bernard,Iowa,4.3,Medium,4.3,0,0,0,0,0,0,0,0,0,45,21,5,8,21,24,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,37,45,37,18,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,54,81,81,40,21,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,56,24,13,16,43,86,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,51,62,45,62,59,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,29,37,29,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,70,72,51,51,24,16,0,0,0,0,0,0,0,[],"[(9, 17), (9, 17), (9, 17), (9, 17), (9, 17), (10, 17), (9, 17)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 17, 9, 17, 9, 17, 9, 17, 9, 17, 10, 17, 9, 17]",:9-17:9-17:9-17:9-17:9-17:10-17:9-17,5,1,TRUE,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,medium,low,low,low,medium,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,medium,low,low,low,low,low,low,low,low,low,,"Lytle Unit National Wildlife Refuge:135.71km, Coes:244.31km, Pear Street Pavilion:453.81km, Whitewater Canyon:519.59km, Whitewater Canyon Wildlife Management Area:595.56km",Medium
Maquoketa Caves State Park,42.120187,-90.766056,Maquoketa,Iowa,4.8,High,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,36,45,40,22,22,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,36,22,13,18,18,13,9,13,63,13,0,0,0,0,0,0,0,0,0,0,0,0,13,18,13,9,18,40,31,22,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,31,40,77,100,81,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,36,50,50,31,31,40,27,4,0,0,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(None, None), (None, None), (9, 18), (9, 21), (9, 19), (9, 18), (9, 18)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 9, 18, 9, 21, 9, 19, 9, 18, 9, 18]",:::9-18:9-21:9-19:9-18:9-18,3,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,,"Pear Street Pavilion:734.01km, Lytle Unit National Wildlife Refuge:1052.05km, Bowstring Wildlife Area:1186.19km, Whitewater Canyon:1252.30km, Coes:1269.17km",High
Whitewater Canyon,42.294207,-90.889448,Bernard,Iowa,4.9,High,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,37,44,48,44,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,48,55,62,27,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,55,58,44,58,58,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,62,44,37,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,79,100,93,68,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,51,72,75,51,20,6,0,0,0,0,0,0,0,"[(None, None), (30.0, 10.0), (None, None), (None, None), (30.0, 10.0), (None, None), (None, None), (30.0, 10.0), (None, None), (None, None), (30.0, 10.0), (None, None), (None, None), (30.0, 10.0), (None, None), (None, None), (30.0, 10.0), (None, None), (None, None), (30.0, 10.0), (None, None)]","[(None, None), (9, 17), (9, 17), (9, 17), (10, 17), (9, 17), (9, 17)]","[0, 0, 30.0, 10.0, 0, 0, 0, 0, 30.0, 10.0, 0, 0, 0, 0]","[0, 0, 9, 17, 9, 17, 9, 17, 10, 17, 9, 17, 9, 17]",::9-17:9-17:9-17:10-17:9-17:9-17,4,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,medium,low,low,low,low,low,low,low,low,low,,"Whitewater Canyon Wildlife Management Area:76.03km, Coes:300.45km, Bowstring Wildlife Area:519.59km, Lytle Unit National Wildlife Refuge:544.13km, Pear Street Pavilion:634.96km",High
Lytle Unit National Wildlife Refuge,42.285195,-90.774639,Bernard,Iowa,5,High,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,54,43,45,37,25,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,37,39,27,16,18,45,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,97,79,45,22,14,16,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,66,72,70,54,54,43,39,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,68,72,41,31,43,45,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,68,100,97,79,60,58,60,52,0,0,0,0,0,[],"[(None, None), (10, 19), (10, 19), (10, 19), (10, 19), (9, 19), (9, 19)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 10, 19, 10, 19, 10, 19, 10, 19, 9, 19, 9, 19]",::10-19:10-19:10-19:10-19:9-19:9-19,4,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,medium,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,medium,medium,medium,low,low,low,low,low,,"Bowstring Wildlife Area:135.71km, Coes:321.81km, Pear Street Pavilion:322.30km, Whitewater Canyon:544.13km, Whitewater Canyon Wildlife Management Area:618.68km",High
Crystal Lake Cave,42.433855,-90.6211,Dubuque,Iowa,4.5,Medium,4.5,0,0,0,0,0,0,0,0,0,18,25,30,30,29,29,34,39,42,40,38,34,28,21,0,0,0,0,0,0,0,0,0,0,16,25,28,29,29,35,42,54,60,59,51,42,31,20,0,0,0,0,0,0,0,0,0,0,18,24,26,26,29,34,40,47,50,51,47,43,33,22,0,0,0,0,0,0,0,0,0,0,19,25,26,25,26,33,45,58,63,59,53,47,38,28,0,0,0,0,0,0,0,0,0,0,17,27,34,36,37,43,53,65,66,63,56,52,44,30,0,0,0,0,0,0,0,0,0,0,21,33,41,48,56,67,78,92,100,97,80,63,43,28,0,0,0,0,0,0,0,0,0,0,27,38,45,46,47,51,61,72,78,70,56,41,29,18,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(9, 23), (9, 23), (9, 23), (9, 23), (9, 23), (9, 23), (9, 23)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 23, 9, 23, 9, 23, 9, 23, 9, 23, 9, 23, 9, 23]",:9-23:9-23:9-23:9-23:9-23:9-23:9-23,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,high,high,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,high,high,medium,medium,medium,low,low,low,,"Horseshoe Bluff Wetlands Pond:174.68km, Horseshoe Bluff Lookout:206.30km, Eb Lyons Interpretive Center:260.85km, Americas State Tree Woodland Walk, Mines Of Spain Recreation Area:268.67km, Eb Lyons Cardinal Terminus:276.73km",Medium
Schultz Park,41.692881,-90.579512,Long grove,Iowa,4.3,Medium,4.3,0,0,0,0,0,0,0,17,30,43,53,58,63,65,71,79,84,80,59,37,0,0,0,0,0,0,0,0,0,0,0,16,30,44,56,66,76,78,82,91,98,95,70,43,0,0,0,0,0,0,0,0,0,0,0,19,35,49,60,63,70,75,82,90,95,88,63,38,0,0,0,0,0,0,0,0,0,0,0,20,33,45,57,65,70,75,81,91,93,87,66,42,0,0,0,0,0,0,0,0,0,0,0,17,30,44,59,72,77,82,83,91,96,91,68,43,0,0,0,0,0,0,0,0,0,0,0,16,33,57,78,92,98,100,96,92,87,74,57,38,0,0,0,0,0,0,0,0,0,0,0,10,19,31,43,58,68,75,72,72,65,54,38,26,0,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(7, 20), (7, 20), (7, 20), (7, 20), (7, 20), (7, 20), (7, 20)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 20, 7, 20, 7, 20, 7, 20, 7, 20, 7, 20, 7, 20]",:7-20:7-20:7-20:7-20:7-20:7-20:7-20,5,1,TRUE,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,high,high,high,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,high,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,high,high,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,high,high,high,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,high,high,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,high,high,high,medium,medium,low,low,low,low,low,low,,"Prairie Park:65.70km, Woodside Campground:243.52km, Hiking Trails:260.30km, Dan Nagle Walnut Grove Pioneer Village And Olde St. Ann'S Church:313.95km, Pride Of The Wapsi:402.86km",Medium
